canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
Q9H0D6	XRN2	Domain-distal >40 aa	921	936	6	925	domain-distal clustered	Q9H0D6:R925	139.0	C_terminal_to_domain	Other domain	Xrn1, helical domain	139.0	C-terminal side of domain	C 101-200	>20 aa
Q9H0D6	XRN2	Domain-distal >40 aa	921	936	6	928	domain-distal clustered	Q9H0D6:R928	142.0	C_terminal_to_domain	Other domain	Xrn1, helical domain	142.0	C-terminal side of domain	C 101-200	>20 aa
Q9H0D6	XRN2	Domain-distal >40 aa	921	936	6	933	domain-distal clustered	Q9H0D6:R933	147.0	C_terminal_to_domain	Other domain	Xrn1, helical domain	147.0	C-terminal side of domain	C 101-200	>20 aa
Q9H0D6	XRN2	Domain-distal >40 aa	921	936	6	936	domain-distal clustered	Q9H0D6:R936	150.0	C_terminal_to_domain	Other domain	Xrn1, helical domain	150.0	C-terminal side of domain	C 101-200	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	8	broad across IDR	P17844:R8	86.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-86.0	N-terminal side of domain	N 41-100	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	10	broad across IDR	P17844:R10	84.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-84.0	N-terminal side of domain	N 41-100	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	12	broad across IDR	P17844:R12	82.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-82.0	N-terminal side of domain	N 41-100	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	14	broad across IDR	P17844:R14	80.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-80.0	N-terminal side of domain	N 41-100	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	20	broad across IDR	P17844:R20	74.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-74.0	N-terminal side of domain	N 41-100	>20 aa
P17844	DDX5	Domain-distal >40 aa	8	25	6	25	broad across IDR	P17844:R25	69.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-69.0	N-terminal side of domain	N 41-100	>20 aa
P49750	YLPM1	Domain-distal >40 aa	750	767	5	750	domain-distal clustered	P49750:R750	237.0	C_terminal_to_domain	Repeat / superfamily	YLPM1-like, spectrin repeat	237.0	C-terminal side of domain	C >200	>20 aa
P49750	YLPM1	Domain-distal >40 aa	750	767	5	758	domain-distal clustered	P49750:R758	245.0	C_terminal_to_domain	Repeat / superfamily	YLPM1-like, spectrin repeat	245.0	C-terminal side of domain	C >200	>20 aa
P49750	YLPM1	Domain-distal >40 aa	750	767	5	761	domain-distal clustered	P49750:R761	248.0	C_terminal_to_domain	Repeat / superfamily	YLPM1-like, spectrin repeat	248.0	C-terminal side of domain	C >200	>20 aa
P49750	YLPM1	Domain-distal >40 aa	750	767	5	766	domain-distal clustered	P49750:R766	253.0	C_terminal_to_domain	Repeat / superfamily	YLPM1-like, spectrin repeat	253.0	C-terminal side of domain	C >200	>20 aa
P49750	YLPM1	Domain-distal >40 aa	750	767	5	767	domain-distal clustered	P49750:R767	254.0	C_terminal_to_domain	Repeat / superfamily	YLPM1-like, spectrin repeat	254.0	C-terminal side of domain	C >200	>20 aa
Q14152	EIF3A	Domain-distal >40 aa	956	976	5	956	domain-distal clustered	Q14152:R956	450.0	C_terminal_to_domain	Other domain	Proteasome component (PCI) domain	450.0	C-terminal side of domain	C >200	>20 aa
Q14152	EIF3A	Domain-distal >40 aa	956	976	5	959	domain-distal clustered	Q14152:R959	453.0	C_terminal_to_domain	Other domain	Proteasome component (PCI) domain	453.0	C-terminal side of domain	C >200	>20 aa
Q14152	EIF3A	Domain-distal >40 aa	956	976	5	960	domain-distal clustered	Q14152:R960	454.0	C_terminal_to_domain	Other domain	Proteasome component (PCI) domain	454.0	C-terminal side of domain	C >200	>20 aa
Q14152	EIF3A	Domain-distal >40 aa	956	976	5	966	domain-distal clustered	Q14152:R966	460.0	C_terminal_to_domain	Other domain	Proteasome component (PCI) domain	460.0	C-terminal side of domain	C >200	>20 aa
Q14152	EIF3A	Domain-distal >40 aa	956	976	5	976	domain-distal clustered	Q14152:R976	470.0	C_terminal_to_domain	Other domain	Proteasome component (PCI) domain	470.0	C-terminal side of domain	C >200	>20 aa
Q00839	HNRNPU	Domain-distal >40 aa	702	720	5	702	domain-distal clustered	Q00839:R702	238.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	238.0	C-terminal side of domain	C >200	>20 aa
Q00839	HNRNPU	Domain-distal >40 aa	702	720	5	707	domain-distal clustered	Q00839:R707	243.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	243.0	C-terminal side of domain	C >200	>20 aa
Q00839	HNRNPU	Domain-distal >40 aa	702	720	5	709	domain-distal clustered	Q00839:R709	245.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	245.0	C-terminal side of domain	C >200	>20 aa
Q00839	HNRNPU	Domain-distal >40 aa	702	720	5	715	domain-distal clustered	Q00839:R715	251.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	251.0	C-terminal side of domain	C >200	>20 aa
Q00839	HNRNPU	Domain-distal >40 aa	702	720	5	720	domain-distal clustered	Q00839:R720	256.0	C_terminal_to_domain	Other domain	B30.2/SPRY domain	256.0	C-terminal side of domain	C >200	>20 aa
Q5VT52	RPRD2	Domain-distal >40 aa	1404	1424	5	1404	domain-distal clustered	Q5VT52:R1404	1255.0	C_terminal_to_domain	Other domain	CID domain	1255.0	C-terminal side of domain	C >200	>20 aa
Q5VT52	RPRD2	Domain-distal >40 aa	1404	1424	5	1415	domain-distal clustered	Q5VT52:R1415	1266.0	C_terminal_to_domain	Other domain	CID domain	1266.0	C-terminal side of domain	C >200	>20 aa
Q5VT52	RPRD2	Domain-distal >40 aa	1404	1424	5	1418	domain-distal clustered	Q5VT52:R1418	1269.0	C_terminal_to_domain	Other domain	CID domain	1269.0	C-terminal side of domain	C >200	>20 aa
Q5VT52	RPRD2	Domain-distal >40 aa	1404	1424	5	1422	domain-distal clustered	Q5VT52:R1422	1273.0	C_terminal_to_domain	Other domain	CID domain	1273.0	C-terminal side of domain	C >200	>20 aa
Q5VT52	RPRD2	Domain-distal >40 aa	1404	1424	5	1424	domain-distal clustered	Q5VT52:R1424	1275.0	C_terminal_to_domain	Other domain	CID domain	1275.0	C-terminal side of domain	C >200	>20 aa
O60506	SYNCRIP	Domain-distal >40 aa	496	510	5	496	domain-distal clustered	O60506:R496	88.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	88.0	C-terminal side of domain	C 41-100	>20 aa
O60506	SYNCRIP	Domain-distal >40 aa	496	510	5	498	domain-distal clustered	O60506:R498	90.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	90.0	C-terminal side of domain	C 41-100	>20 aa
O60506	SYNCRIP	Domain-distal >40 aa	496	510	5	501	domain-distal clustered	O60506:R501	93.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	93.0	C-terminal side of domain	C 41-100	>20 aa
O60506	SYNCRIP	Domain-distal >40 aa	496	510	5	504	domain-distal clustered	O60506:R504	96.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	96.0	C-terminal side of domain	C 41-100	>20 aa
O60506	SYNCRIP	Domain-distal >40 aa	496	510	5	510	domain-distal clustered	O60506:R510	102.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	102.0	C-terminal side of domain	C 101-200	>20 aa
P12270	TPR	Domain-distal >40 aa	2327	2345	5	2327	domain-distal clustered	P12270:R2327	1161.0	C_terminal_to_domain	Protein-protein repeat / scaffold	Nucleoprotein, TPR/MLP1-2 domain	1161.0	C-terminal side of domain	C >200	>20 aa
P12270	TPR	Domain-distal >40 aa	2327	2345	5	2333	domain-distal clustered	P12270:R2333	1167.0	C_terminal_to_domain	Protein-protein repeat / scaffold	Nucleoprotein, TPR/MLP1-2 domain	1167.0	C-terminal side of domain	C >200	>20 aa
P12270	TPR	Domain-distal >40 aa	2327	2345	5	2337	domain-distal clustered	P12270:R2337	1171.0	C_terminal_to_domain	Protein-protein repeat / scaffold	Nucleoprotein, TPR/MLP1-2 domain	1171.0	C-terminal side of domain	C >200	>20 aa
P12270	TPR	Domain-distal >40 aa	2327	2345	5	2343	domain-distal clustered	P12270:R2343	1177.0	C_terminal_to_domain	Protein-protein repeat / scaffold	Nucleoprotein, TPR/MLP1-2 domain	1177.0	C-terminal side of domain	C >200	>20 aa
P12270	TPR	Domain-distal >40 aa	2327	2345	5	2345	domain-distal clustered	P12270:R2345	1179.0	C_terminal_to_domain	Protein-protein repeat / scaffold	Nucleoprotein, TPR/MLP1-2 domain	1179.0	C-terminal side of domain	C >200	>20 aa
P23246	SFPQ	Domain-distal >40 aa	7	25	5	7	domain-distal clustered	P23246:R7	289.0	N_terminal_to_domain	RRM / KH RNA-binding	PSF, RNA recognition motif 1	-289.0	N-terminal side of domain	N >200	>20 aa
P23246	SFPQ	Domain-distal >40 aa	7	25	5	9	domain-distal clustered	P23246:R9	287.0	N_terminal_to_domain	RRM / KH RNA-binding	PSF, RNA recognition motif 1	-287.0	N-terminal side of domain	N >200	>20 aa
P23246	SFPQ	Domain-distal >40 aa	7	25	5	18	domain-distal clustered	P23246:R18	278.0	N_terminal_to_domain	RRM / KH RNA-binding	PSF, RNA recognition motif 1	-278.0	N-terminal side of domain	N >200	>20 aa
P23246	SFPQ	Domain-distal >40 aa	7	25	5	19	domain-distal clustered	P23246:R19	277.0	N_terminal_to_domain	RRM / KH RNA-binding	PSF, RNA recognition motif 1	-277.0	N-terminal side of domain	N >200	>20 aa
P23246	SFPQ	Domain-distal >40 aa	7	25	5	25	domain-distal clustered	P23246:R25	271.0	N_terminal_to_domain	RRM / KH RNA-binding	PSF, RNA recognition motif 1	-271.0	N-terminal side of domain	N >200	>20 aa
P38159	RBMX	Domain-distal >40 aa	339	355	5	339	broad across IDR	P38159:R339	122.0	C_terminal_to_domain	Other domain	RBM1CTR	122.0	C-terminal side of domain	C 101-200	>20 aa
P38159	RBMX	Domain-distal >40 aa	339	355	5	341	broad across IDR	P38159:R341	124.0	C_terminal_to_domain	Other domain	RBM1CTR	124.0	C-terminal side of domain	C 101-200	>20 aa
P38159	RBMX	Domain-distal >40 aa	339	355	5	344	broad across IDR	P38159:R344	127.0	C_terminal_to_domain	Other domain	RBM1CTR	127.0	C-terminal side of domain	C 101-200	>20 aa
P38159	RBMX	Domain-distal >40 aa	339	355	5	347	broad across IDR	P38159:R347	130.0	C_terminal_to_domain	Other domain	RBM1CTR	130.0	C-terminal side of domain	C 101-200	>20 aa
P38159	RBMX	Domain-distal >40 aa	339	355	5	355	broad across IDR	P38159:R355	138.0	C_terminal_to_domain	Other domain	RBM1CTR	138.0	C-terminal side of domain	C 101-200	>20 aa
Q07666	KHDRBS1	Domain-distal >40 aa	302	320	5	302	domain-distal clustered	Q07666:R302	50.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	50.0	C-terminal side of domain	C 41-100	>20 aa
Q07666	KHDRBS1	Domain-distal >40 aa	302	320	5	304	domain-distal clustered	Q07666:R304	52.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	52.0	C-terminal side of domain	C 41-100	>20 aa
Q07666	KHDRBS1	Domain-distal >40 aa	302	320	5	310	domain-distal clustered	Q07666:R310	56.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-56.0	N-terminal side of domain	N 41-100	>20 aa
Q07666	KHDRBS1	Domain-distal >40 aa	302	320	5	315	domain-distal clustered	Q07666:R315	51.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-51.0	N-terminal side of domain	N 41-100	>20 aa
Q07666	KHDRBS1	Domain-distal >40 aa	302	320	5	320	domain-distal clustered	Q07666:R320	46.0	N_terminal_to_domain	Other domain	Sam68, tyrosine-rich domain	-46.0	N-terminal side of domain	N 41-100	>20 aa
Q9UPN6	SCAF8	Domain-distal >40 aa	1120	1139	5	1120	domain-distal clustered	Q9UPN6:R1120	567.0	C_terminal_to_domain	RRM / KH RNA-binding	SCAF8, RNA recognition motif	567.0	C-terminal side of domain	C >200	>20 aa
Q9UPN6	SCAF8	Domain-distal >40 aa	1120	1139	5	1124	domain-distal clustered	Q9UPN6:R1124	571.0	C_terminal_to_domain	RRM / KH RNA-binding	SCAF8, RNA recognition motif	571.0	C-terminal side of domain	C >200	>20 aa
Q9UPN6	SCAF8	Domain-distal >40 aa	1120	1139	5	1129	domain-distal clustered	Q9UPN6:R1129	576.0	C_terminal_to_domain	RRM / KH RNA-binding	SCAF8, RNA recognition motif	576.0	C-terminal side of domain	C >200	>20 aa
Q9UPN6	SCAF8	Domain-distal >40 aa	1120	1139	5	1133	domain-distal clustered	Q9UPN6:R1133	580.0	C_terminal_to_domain	RRM / KH RNA-binding	SCAF8, RNA recognition motif	580.0	C-terminal side of domain	C >200	>20 aa
Q9UPN6	SCAF8	Domain-distal >40 aa	1120	1139	5	1139	domain-distal clustered	Q9UPN6:R1139	586.0	C_terminal_to_domain	RRM / KH RNA-binding	SCAF8, RNA recognition motif	586.0	C-terminal side of domain	C >200	>20 aa
O00571	DDX3X	Domain-distal >40 aa	75	95	5	75	broad across IDR	O00571:R75	105.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-105.0	N-terminal side of domain	N 101-200	>20 aa
O00571	DDX3X	Domain-distal >40 aa	75	95	5	79	broad across IDR	O00571:R79	101.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-101.0	N-terminal side of domain	N 101-200	>20 aa
O00571	DDX3X	Domain-distal >40 aa	75	95	5	88	broad across IDR	O00571:R88	92.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-92.0	N-terminal side of domain	N 41-100	>20 aa
O00571	DDX3X	Domain-distal >40 aa	75	95	5	93	broad across IDR	O00571:R93	87.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-87.0	N-terminal side of domain	N 41-100	>20 aa
O00571	DDX3X	Domain-distal >40 aa	75	95	5	95	broad across IDR	O00571:R95	85.0	N_terminal_to_domain	RNA helicase	RNA helicase, DEAD-box type, Q motif	-85.0	N-terminal side of domain	N 41-100	>20 aa
Q9BUJ2	HNRNPUL1	Domain-distal >40 aa	612	632	5	612	broad across IDR	Q9BUJ2:R612	224.0	C_terminal_to_domain	Ribosome / RNP structural	Heterogeneous nuclear ribonucleoprotein U, SPRY domain	224.0	C-terminal side of domain	C >200	>20 aa
Q9BUJ2	HNRNPUL1	Domain-distal >40 aa	612	632	5	618	broad across IDR	Q9BUJ2:R618	230.0	C_terminal_to_domain	Ribosome / RNP structural	Heterogeneous nuclear ribonucleoprotein U, SPRY domain	230.0	C-terminal side of domain	C >200	>20 aa
Q9BUJ2	HNRNPUL1	Domain-distal >40 aa	612	632	5	620	broad across IDR	Q9BUJ2:R620	232.0	C_terminal_to_domain	Ribosome / RNP structural	Heterogeneous nuclear ribonucleoprotein U, SPRY domain	232.0	C-terminal side of domain	C >200	>20 aa
Q9BUJ2	HNRNPUL1	Domain-distal >40 aa	612	632	5	628	broad across IDR	Q9BUJ2:R628	240.0	C_terminal_to_domain	Ribosome / RNP structural	Heterogeneous nuclear ribonucleoprotein U, SPRY domain	240.0	C-terminal side of domain	C >200	>20 aa
Q9BUJ2	HNRNPUL1	Domain-distal >40 aa	612	632	5	632	broad across IDR	Q9BUJ2:R632	244.0	C_terminal_to_domain	Ribosome / RNP structural	Heterogeneous nuclear ribonucleoprotein U, SPRY domain	244.0	C-terminal side of domain	C >200	>20 aa
Q8IXT5	RBM12B	Domain-distal >40 aa	732	749	5	732	domain-distal clustered	Q8IXT5:R732	193.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-193.0	N-terminal side of domain	N 101-200	>20 aa
Q8IXT5	RBM12B	Domain-distal >40 aa	732	749	5	733	domain-distal clustered	Q8IXT5:R733	192.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-192.0	N-terminal side of domain	N 101-200	>20 aa
Q8IXT5	RBM12B	Domain-distal >40 aa	732	749	5	740	domain-distal clustered	Q8IXT5:R740	185.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-185.0	N-terminal side of domain	N 101-200	>20 aa
Q8IXT5	RBM12B	Domain-distal >40 aa	732	749	5	741	domain-distal clustered	Q8IXT5:R741	184.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-184.0	N-terminal side of domain	N 101-200	>20 aa
Q8IXT5	RBM12B	Domain-distal >40 aa	732	749	5	749	domain-distal clustered	Q8IXT5:R749	176.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-176.0	N-terminal side of domain	N 101-200	>20 aa
O43390	HNRNPR	Domain-distal >40 aa	500	516	5	500	domain-distal clustered	O43390:R500	89.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	89.0	C-terminal side of domain	C 41-100	>20 aa
O43390	HNRNPR	Domain-distal >40 aa	500	516	5	502	domain-distal clustered	O43390:R502	91.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	91.0	C-terminal side of domain	C 41-100	>20 aa
O43390	HNRNPR	Domain-distal >40 aa	500	516	5	506	domain-distal clustered	O43390:R506	95.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	95.0	C-terminal side of domain	C 41-100	>20 aa
O43390	HNRNPR	Domain-distal >40 aa	500	516	5	509	domain-distal clustered	O43390:R509	98.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	98.0	C-terminal side of domain	C 41-100	>20 aa
O43390	HNRNPR	Domain-distal >40 aa	500	516	5	516	domain-distal clustered	O43390:R516	105.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	105.0	C-terminal side of domain	C 101-200	>20 aa
Q6PKG0	LARP1	Domain-distal >40 aa	334	348	5	334	domain-distal clustered	Q6PKG0:R334	63.0	N_terminal_to_domain	Other domain	La-type HTH domain	-63.0	N-terminal side of domain	N 41-100	>20 aa
Q6PKG0	LARP1	Domain-distal >40 aa	334	348	5	340	domain-distal clustered	Q6PKG0:R340	57.0	N_terminal_to_domain	Other domain	La-type HTH domain	-57.0	N-terminal side of domain	N 41-100	>20 aa
Q6PKG0	LARP1	Domain-distal >40 aa	334	348	5	344	domain-distal clustered	Q6PKG0:R344	53.0	N_terminal_to_domain	Other domain	La-type HTH domain	-53.0	N-terminal side of domain	N 41-100	>20 aa
Q6PKG0	LARP1	Domain-distal >40 aa	334	348	5	346	domain-distal clustered	Q6PKG0:R346	51.0	N_terminal_to_domain	Other domain	La-type HTH domain	-51.0	N-terminal side of domain	N 41-100	>20 aa
Q6PKG0	LARP1	Domain-distal >40 aa	334	348	5	348	domain-distal clustered	Q6PKG0:R348	49.0	N_terminal_to_domain	Other domain	La-type HTH domain	-49.0	N-terminal side of domain	N 41-100	>20 aa
Q9H074	PAIP1	Domain-distal >40 aa	7	21	5	7	domain-distal clustered	Q9H074:R7	152.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-152.0	N-terminal side of domain	N 101-200	>20 aa
Q9H074	PAIP1	Domain-distal >40 aa	7	21	5	13	domain-distal clustered	Q9H074:R13	146.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-146.0	N-terminal side of domain	N 101-200	>20 aa
Q9H074	PAIP1	Domain-distal >40 aa	7	21	5	15	domain-distal clustered	Q9H074:R15	144.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-144.0	N-terminal side of domain	N 101-200	>20 aa
Q9H074	PAIP1	Domain-distal >40 aa	7	21	5	17	domain-distal clustered	Q9H074:R17	142.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-142.0	N-terminal side of domain	N 101-200	>20 aa
Q9H074	PAIP1	Domain-distal >40 aa	7	21	5	21	domain-distal clustered	Q9H074:R21	138.0	N_terminal_to_domain	Other domain	MIF4G-like, type 3	-138.0	N-terminal side of domain	N 101-200	>20 aa
Q96JP5	ZFP91	Domain-distal >40 aa	48	58	5	48	domain-distal clustered	Q96JP5:R48	263.0	N_terminal_to_domain	Other domain	Zinc finger C2H2-type	-263.0	N-terminal side of domain	N >200	>20 aa
Q96JP5	ZFP91	Domain-distal >40 aa	48	58	5	51	domain-distal clustered	Q96JP5:R51	260.0	N_terminal_to_domain	Other domain	Zinc finger C2H2-type	-260.0	N-terminal side of domain	N >200	>20 aa
Q96JP5	ZFP91	Domain-distal >40 aa	48	58	5	54	domain-distal clustered	Q96JP5:R54	257.0	N_terminal_to_domain	Other domain	Zinc finger C2H2-type	-257.0	N-terminal side of domain	N >200	>20 aa
Q96JP5	ZFP91	Domain-distal >40 aa	48	58	5	56	domain-distal clustered	Q96JP5:R56	255.0	N_terminal_to_domain	Other domain	Zinc finger C2H2-type	-255.0	N-terminal side of domain	N >200	>20 aa
Q96JP5	ZFP91	Domain-distal >40 aa	48	58	5	58	domain-distal clustered	Q96JP5:R58	253.0	N_terminal_to_domain	Other domain	Zinc finger C2H2-type	-253.0	N-terminal side of domain	N >200	>20 aa
P20290	BTF3	Domain-distal >40 aa	3	19	5	3	domain-distal clustered	P20290:R3	79.0	N_terminal_to_domain	Other domain	Nascent polypeptide-associated complex NAC domain	-79.0	N-terminal side of domain	N 41-100	>20 aa
P20290	BTF3	Domain-distal >40 aa	3	19	5	13	domain-distal clustered	P20290:R13	69.0	N_terminal_to_domain	Other domain	Nascent polypeptide-associated complex NAC domain	-69.0	N-terminal side of domain	N 41-100	>20 aa
P20290	BTF3	Domain-distal >40 aa	3	19	5	15	domain-distal clustered	P20290:R15	67.0	N_terminal_to_domain	Other domain	Nascent polypeptide-associated complex NAC domain	-67.0	N-terminal side of domain	N 41-100	>20 aa
P20290	BTF3	Domain-distal >40 aa	3	19	5	17	domain-distal clustered	P20290:R17	65.0	N_terminal_to_domain	Other domain	Nascent polypeptide-associated complex NAC domain	-65.0	N-terminal side of domain	N 41-100	>20 aa
P20290	BTF3	Domain-distal >40 aa	3	19	5	19	domain-distal clustered	P20290:R19	63.0	N_terminal_to_domain	Other domain	Nascent polypeptide-associated complex NAC domain	-63.0	N-terminal side of domain	N 41-100	>20 aa
Q12888	TP53BP1	Domain-distal >40 aa	1396	1403	5	1396	domain-distal clustered	Q12888:R1396	87.0	N_terminal_to_domain	Chromatin reader	Tumour suppressor p53-binding protein-1, Tudor domain	-87.0	N-terminal side of domain	N 41-100	>20 aa
